# eventIndex trackIndex extX(cm) extY(cm) extZ(cm) extPx(MeV/c) extPy(MeV/c) extPz(MeV/c) reduced-chi2
3725 0 -34.492097 38.239346 27.948013 -103.127576 3.316193 -10.212890 0.686344
3727 0 50.553307 9.209217 32.609055 52.882005 89.598887 -13.357315 0.810609
3728 0 0.982599 51.666648 -19.065922 -67.366585 76.205619 -25.480263 1.012411
3732 0 -41.256416 -30.897005 15.958063 -26.735453 -99.880643 -15.727069 1.039459
3737 0 35.204853 37.736172 -17.578918 -12.007065 101.675190 19.852437 0.783266
3740 0 -51.454842 1.150543 30.436518 -75.741127 -69.819771 -17.711207 0.949296
3748 0 -27.350797 43.572552 -19.175421 -101.625562 21.178290 11.298056 0.759222
3751 0 45.527023 23.277410 -32.513317 10.213298 103.480920 -10.154718 0.967427
3757 0 43.741608 -27.669271 -26.219393 103.207730 14.480501 -13.206190 1.057740
3758 0 -50.936214 -5.365004 38.493336 -45.890439 -91.571890 13.421585 1.092993
3765 0 39.180294 33.008549 -33.868649 -12.031806 94.419479 -44.332486 0.705336
3771 0 43.078590 -27.993161 -33.835185 100.443766 7.135587 -29.759768 0.824374
3773 0 -16.681486 48.479283 -16.798683 -92.595980 47.651954 -12.052282 1.023975
3774 0 13.396032 49.473381 -0.249997 -60.332026 82.288787 18.310709 1.099695
3777 0 -42.602116 28.824790 -13.021388 -94.925433 -37.475631 -21.769099 0.882170
3779 0 -24.378605 45.112724 -12.955428 -97.857758 -8.566407 34.466837 0.888433
3781 0 -33.023220 -39.928591 5.526008 7.001759 -103.461914 -8.570137 0.850335
3786 0 41.729543 -30.199560 -10.892062 87.901503 16.638434 -54.743573 1.109839
3792 0 42.966316 28.755657 -18.339260 29.291280 99.351794 11.224442 1.139861
3793 0 42.048271 29.945583 4.483510 24.104111 100.068010 18.555975 1.038936
3796 0 51.372468 -4.335178 -24.676987 71.240731 71.727321 8.066597 1.113125
3801 0 1.686289 51.118424 -27.319231 -83.378032 48.659854 -39.830025 0.960641
3802 0 -38.488114 -34.221811 48.722442 6.007338 -102.094047 21.511393 0.953042
3809 0 -19.372660 47.530143 -10.948721 -98.986171 13.024667 31.491045 0.980332
3810 0 -4.392266 51.149357 -22.974764 -80.259264 61.968192 25.854625 0.874117
3816 0 -50.946280 -7.339982 -33.529671 -40.206812 -96.360736 -7.040462 0.972326
3823 0 -21.390930 46.946010 -24.187606 -93.060590 36.809258 -32.147516 0.833348
3828 0 27.466345 43.335732 -14.924900 -19.608326 87.882042 -51.806767 0.940821
3836 0 -0.318377 -51.437312 25.334651 74.718885 -69.339111 -23.691272 0.987814
3838 0 50.205124 10.317090 23.581266 34.348864 97.507007 17.562099 0.727321
3845 0 50.178175 11.402070 -8.649097 48.435181 86.218208 34.248553 0.931529
3850 0 21.062275 46.917607 34.679104 -43.372422 94.708391 -6.857716 0.929924
3853 0 23.959987 -45.291316 -31.585557 98.433673 -32.986257 17.199924 0.945063
3854 0 -26.571625 -44.344316 11.773619 7.268535 -102.957748 15.704272 0.885469
3856 0 30.864070 -41.535687 11.817302 99.409111 -20.641873 23.811849 0.895008
3860 0 -44.219723 -25.918343 -44.937828 4.139018 -102.410562 -20.051053 1.237154
3861 0 49.528436 -14.139775 -20.572469 90.432771 50.437454 -10.182741 1.012331
3863 0 30.778925 41.748290 -13.800738 -3.344135 100.986719 25.152154 0.823757
3867 0 -40.913151 31.195980 47.075459 -97.661793 -32.703094 17.427966 0.878100
3868 0 -50.168045 11.805261 30.477135 -85.922398 -59.021581 -8.874035 0.953682
3869 0 -42.977493 -28.481810 33.479778 -22.441512 -101.431765 -10.008673 1.146542
3871 0 -43.004841 -28.452138 -3.025030 -32.731090 -95.389687 -28.277235 0.787559
3876 0 -50.664403 8.022658 -45.992405 -61.094347 -78.290537 -31.779382 0.939373
3878 0 20.328102 -47.631595 -20.625286 92.368171 -49.605686 -9.150252 1.325481
3885 0 -13.690760 -49.699465 -32.529530 32.667011 -98.441347 14.279721 1.047167
3887 0 -19.269345 47.729374 -13.397989 -85.398905 53.419106 -29.257782 0.942145
3889 0 -48.178459 -18.037977 -3.031837 -48.962340 -91.191739 -6.300120 1.088847
3892 0 -15.807977 -48.975180 -0.288874 44.261605 -93.265831 12.931065 0.970233
3895 0 -47.655936 19.487579 -21.837195 -98.166257 -33.939306 -13.924865 1.025836
3896 0 45.775323 -23.241443 15.461255 93.582138 30.222809 -9.934388 1.326195
3897 0 -45.751224 -23.141316 51.405544 -8.485362 -100.861989 25.941210 0.963507
3898 0 45.810989 23.626618 9.172528 27.220838 97.996168 9.417134 0.989256
3899 0 -49.645241 -14.658337 30.188255 -64.409718 -80.261149 -10.628992 1.033915
3901 0 -18.569782 47.843877 19.391640 -97.552925 33.656240 -1.816581 1.127039
3902 0 26.493763 -44.261169 40.941276 98.060131 -30.540980 18.872574 0.910121
3903 0 47.357413 -20.222672 -17.123455 99.603556 30.339161 15.057506 1.004531
3909 0 40.919761 -31.262304 13.645315 100.370862 20.658547 21.539092 1.229066
3915 0 -49.582566 -13.398264 38.957216 -51.985346 -83.828479 33.615753 1.075798
3916 0 51.542236 -3.387554 -12.175965 89.794368 52.034762 -15.748847 0.985288
3917 0 -51.007575 -2.621864 -25.478735 -46.259563 -92.894457 12.021448 1.069492
3918 0 20.911802 -47.092241 -31.165986 95.392630 -40.596899 16.381087 0.939177
3921 0 48.822096 -14.826044 14.107856 62.646404 55.236842 61.372340 1.106051
3923 0 -51.318649 -5.879128 9.653818 -63.108966 -74.666776 -38.756281 0.803199
3924 0 -43.918986 26.667569 -2.855789 -95.016025 -37.700504 -19.485254 0.859932
3929 0 31.856678 40.311058 -26.730875 -9.259618 102.212004 -4.543300 0.951302
3931 0 -46.751109 21.201322 12.459478 -82.454696 -61.963171 4.761613 0.861678
3939 0 -51.126923 -3.603476 14.854008 -43.383114 -93.550220 8.012190 0.810012
3945 0 40.854331 -31.794176 3.710225 101.698294 10.535942 -24.035826 0.922451
3946 0 -50.818224 -9.788999 26.983606 -60.047593 -85.553959 3.898181 1.032009
3955 0 51.860412 2.216267 -30.052327 71.561366 70.364118 -29.998280 0.930961
3957 0 -23.456013 -45.432279 10.618940 39.252028 -75.712226 59.115104 0.987105
3962 0 14.330991 -49.159861 18.767642 85.894093 -22.288866 55.888083 0.814695
3973 0 -44.319202 -26.189816 -32.264252 -8.458231 -104.096435 -12.868252 0.793996
3985 0 50.275228 -11.123667 25.822044 88.207252 47.578156 -30.805139 1.052731
3991 0 22.114912 46.034007 22.027164 -55.188511 88.687830 -5.490938 0.946523
3993 0 -51.116480 4.312557 1.224508 -77.141188 -69.014743 13.259248 0.914163
3999 0 4.702207 51.201027 -39.556347 -81.841677 62.329564 -20.506021 1.002050
4008 0 22.394197 46.575687 -9.963806 -39.202411 88.663176 39.371695 1.227282
4010 0 -46.653772 -21.719833 45.943498 -26.369877 -99.075116 18.684959 0.980002
4014 0 -42.079884 -29.788356 -41.287776 -6.825673 -100.172818 -30.279838 1.137690
4016 0 -47.787327 18.609600 10.557803 -77.793248 -63.808322 24.802109 0.964622
4017 0 30.259932 41.600228 20.761276 -29.590098 99.114798 17.163372 1.079001
4018 0 -42.848099 -28.477089 -28.157999 -17.104946 -102.409855 -4.625904 0.907684
4019 0 50.484552 -8.865576 14.885324 81.097074 65.784372 8.699016 0.857416
4021 0 50.095852 10.163672 -20.875828 24.029009 99.769346 -8.388815 1.514690
4024 0 10.698612 -50.714625 -28.000100 76.985382 -69.410451 15.673127 1.323518
4031 0 43.337997 27.360736 7.790398 2.250409 102.235831 25.109898 1.166193
4032 0 -22.772158 -46.507291 -12.575397 12.163493 -103.208907 -15.920566 1.368966
4034 0 44.883452 -24.941828 -26.345703 99.963076 29.242137 -2.805047 0.854943
4040 0 -28.484915 -43.056364 43.497841 15.413770 -102.045991 18.847615 0.886705
4042 0 -4.562709 51.244506 50.072384 -84.633239 56.465622 22.281349 1.143772
4045 0 -49.277523 -14.187899 -26.571260 -37.348755 -95.671557 21.416230 0.999716
4046 0 -1.351278 -51.499378 17.050173 72.506055 -72.140083 -22.060737 0.894169
4047 0 28.257142 -42.936245 -3.080671 102.507815 -1.153652 -19.876124 0.891577
4050 0 -5.923781 -51.053155 25.486936 82.531430 -59.890088 23.126822 0.853393
4051 0 51.351311 -4.225114 36.082890 68.437971 71.081206 34.851529 1.056704
4056 0 5.248809 50.687605 -2.281203 -87.577991 51.030111 -2.652914 1.275569
4073 0 -46.627126 21.404121 21.657577 -94.041295 -45.699723 1.913716 0.983509
4074 0 -5.450490 -51.509993 -0.905399 62.009856 -83.494529 -12.974912 0.790026
4076 0 -43.987290 -26.710147 -12.842084 -16.873818 -103.068538 13.071863 1.047258
4081 0 -31.456922 40.816784 -48.371834 -100.346006 0.007793 -28.565962 0.948969
4083 0 49.331091 14.318534 22.957742 32.039303 98.111205 18.571150 0.819230
4087 0 -16.701724 -48.525060 -3.512165 71.563996 -72.401367 -28.904622 1.302049
4091 0 20.855124 47.160814 -35.630542 -31.337749 95.549256 -27.903469 0.852880
4096 0 -51.537291 0.946684 -21.587678 -71.866058 -64.996041 -40.332209 1.157913
4098 0 51.351111 2.001076 20.876005 57.171762 83.499342 24.752673 0.985995
4110 0 44.152050 -26.155733 44.416786 91.418691 46.153989 15.579032 1.157375
4111 0 36.544815 36.537458 10.859839 3.936461 102.095820 22.319190 1.054743
4113 0 -38.032370 -34.632403 34.671768 15.478133 -99.367484 31.488650 0.962847
4116 0 38.106941 35.118305 -28.283104 9.585397 105.300918 4.853353 1.037270
4120 0 36.880402 35.818653 -16.303714 -10.656187 83.929077 -60.798842 1.052211
4124 0 -41.332433 30.333398 11.688568 -98.605998 -26.868697 22.865331 1.090651
4125 0 -46.268657 22.261624 -10.164742 -98.049626 -33.613473 -11.615193 1.068232
4128 0 -0.282924 -51.698756 -21.561970 71.902029 -75.736821 7.094172 0.924838
4136 0 -51.277725 -6.407059 -29.575420 -53.640135 -81.422657 -39.088733 0.834761
4137 0 -29.456133 42.613251 -21.053776 -99.392019 31.236639 8.789510 0.890467
4142 0 17.886887 47.893871 4.766309 -60.300391 82.708247 -24.735503 0.971254
4146 0 -41.787974 30.003387 -27.935501 -100.503892 -23.437036 -2.883398 0.751610
4148 0 -0.464483 -51.423466 25.414445 68.052873 -76.192379 21.938937 0.884392
4150 0 -5.918407 50.978798 4.441508 -86.757079 55.986188 16.329803 1.089032
4153 0 -51.595507 -1.940966 46.090332 -62.437560 -84.351957 9.689052 1.034191
4155 0 51.322803 3.871025 27.608619 61.003018 80.000453 27.037323 0.935638
4156 0 42.369011 28.551302 40.762791 -10.071638 102.504686 17.125767 0.962146
4157 0 36.668837 -36.066864 -14.904793 100.319624 17.571934 -24.833502 1.146619
4160 0 -47.536972 -20.826322 -4.034235 -54.931071 -88.069163 -8.801695 1.112442
4162 0 33.642998 38.818687 -16.830877 -0.644124 104.217343 -13.367414 0.733069
4163 0 -40.107830 -32.241196 13.939890 7.580059 -102.738984 9.438903 1.046747
4164 0 1.258336 51.253716 16.106182 -76.422051 64.629883 27.959865 0.935571
4166 0 -47.263279 -20.454260 0.138579 -46.906795 -92.237987 10.503245 0.872375
4167 0 5.666227 -51.245202 -39.396174 78.476891 -64.075187 -26.959429 0.938412
4170 0 37.210769 -35.300339 -7.519133 102.631353 -2.021846 -3.964743 0.890068
4176 0 2.440023 -51.053845 28.085506 91.210313 -50.579105 -1.744532 0.855418
4178 0 41.232688 -31.230472 43.220559 98.814048 12.729993 29.620305 0.856165
4179 0 -50.931582 9.414065 40.104863 -89.541659 -46.033781 19.311856 0.865078
4181 0 -48.222787 18.315852 -36.023961 -97.468644 -33.665560 -10.674831 1.134202
4184 0 45.927701 -23.901138 -30.514975 95.459133 40.228959 20.117011 0.993011
4191 0 33.327490 -39.094899 37.396378 101.531468 -20.229843 -4.883318 1.010858
4195 0 10.784119 50.299170 -12.326193 -54.460417 81.512071 36.486581 1.008883
4197 0 38.618556 -34.424027 -1.244441 104.519449 0.450916 7.292346 1.015351
4199 0 -31.054533 41.368801 22.495096 -100.914381 8.552477 -26.780559 1.000638
4201 0 15.501248 -48.778129 -37.152636 98.565288 -12.105634 -34.499705 0.893369
4202 0 39.301262 32.963913 23.053469 10.859650 102.677248 14.578943 0.850278
4203 0 1.384922 51.519745 47.196480 -74.403711 72.749473 12.630670 0.938120
4205 0 47.593941 -19.283113 -41.993294 94.574295 39.274219 -21.765759 0.857249
4208 0 -31.319694 40.537083 -17.865547 -100.489959 -20.574808 -16.881568 0.884352
4210 0 -14.389835 -49.141321 26.042193 60.016666 -84.416181 -12.546536 1.067829
4211 0 -51.998223 1.034739 -26.667143 -73.879309 -63.940853 -38.710952 0.899780
4212 0 -36.493725 36.252715 -19.401586 -99.443808 -30.247243 7.094064 1.270904
4215 0 33.529144 38.519913 -42.232508 -29.840231 93.104638 -36.735650 0.913687
4218 0 18.102166 48.325178 -23.791139 -46.919458 67.340359 -65.752253 0.683242
4221 0 24.886075 -44.881828 2.580195 101.652138 -6.851323 -20.974066 0.800355
4234 0 -9.485773 50.186169 -44.934471 -95.937617 31.281929 -29.620938 0.929446
4240 0 17.302648 -48.517378 -21.268607 87.386385 -52.634798 22.853978 0.796470
4242 0 -51.045810 -3.295103 0.454232 -50.215986 -88.309295 25.142243 1.165259
4243 0 -40.593952 -32.113182 -19.135393 -25.753621 -100.438468 -7.676341 0.945322
4246 0 -40.342696 31.915224 36.415421 -103.071824 -13.532511 -6.401837 0.904600
4247 0 12.979689 49.757615 47.968880 -57.098400 84.779859 25.014475 0.979950
4248 0 20.607388 47.279195 30.890229 -52.065548 75.815089 50.026096 1.182619
4260 0 -26.604904 -43.694599 -28.713295 44.240393 -84.231853 -41.920781 1.181805
4264 0 -10.449691 -50.552630 -27.838850 43.482974 -90.652831 -28.185876 0.860473
4269 0 -49.841366 -13.701663 28.190165 -47.922231 -85.705996 34.693953 0.929269
4271 0 44.853126 25.400081 -16.002868 30.891309 91.958836 40.907927 1.133258
4272 0 25.829804 44.584381 21.432849 -28.925795 92.466280 -39.476898 0.850804
4274 0 -41.902584 -30.096957 14.834653 -8.200073 -101.959318 -20.632602 1.037819
4275 0 -23.161816 -45.954924 13.212471 23.540864 -96.207105 -34.095529 0.920149
4283 0 49.962117 13.222274 6.548998 46.304177 77.994332 21.410841 0.919627
4287 0 -39.592596 32.909603 27.271197 -96.153595 -23.206413 34.780737 1.046882
4293 0 -10.161884 -50.345975 28.545271 64.632460 -77.072680 28.094763 0.898898
4299 0 -43.225205 -27.731633 -2.987244 -0.009534 -101.027124 -26.749760 1.032147
4300 0 -42.804476 28.465500 44.191178 -100.706048 -25.538918 13.557558 0.825663
4306 0 -48.232024 18.035382 14.522656 -80.781862 -52.635696 -40.255256 1.109060
4307 0 -14.778198 -49.279875 -21.302848 60.168929 -84.368348 14.243369 0.897211
4312 0 26.136408 44.627892 3.094319 -15.216571 102.761582 -12.181908 0.898858
4315 0 -28.688171 43.093651 13.343795 -95.696971 34.254655 17.146578 1.046749
4319 0 -50.423375 9.852991 16.835556 -61.168287 -78.821763 -6.477927 1.247812
4323 0 -21.262021 -46.559572 -5.802177 58.256082 -82.062311 6.797740 1.280442
4336 0 -51.399845 -2.669858 -9.812448 -49.650788 -65.880135 -63.932851 0.907981
4339 0 -35.338602 37.536653 5.608530 -100.698784 -18.336184 -21.607740 0.956702
4344 0 11.449984 50.128559 11.540313 -59.121121 76.049708 -41.522529 1.149209
4349 0 26.129501 44.465756 -11.337698 -20.219130 92.075557 -44.814650 0.836810
4350 0 23.543575 45.867565 -20.403656 -10.496807 103.585348 -11.188609 1.001513
4351 0 -25.728345 44.525466 -47.453143 -101.650350 18.298550 -15.553242 1.129498
4354 0 -19.570855 -47.374259 -24.188270 45.656692 -92.263475 17.208938 1.063771
4357 0 -49.743461 -13.756938 31.462357 -49.571030 -90.902485 -7.039773 1.057849
4359 0 -47.570296 -19.322702 26.990620 -56.004323 -86.787246 3.968921 0.834344
4365 0 19.138569 47.852459 22.324119 -31.190876 96.918762 -27.412804 0.933849
4366 0 -5.952460 51.126799 -25.622392 -78.296460 36.303353 -60.861755 1.099947
4368 0 33.628643 38.828466 -13.684838 -10.041739 100.804843 -26.089102 0.970924
4371 0 36.479944 -36.418309 -14.542813 103.048094 12.814015 -0.189223 0.991800
4374 0 24.057184 -45.064293 -26.992714 102.100946 -6.175581 4.412192 1.044339
4378 0 -18.577863 47.794983 -9.741792 -95.802911 38.443923 9.488108 1.143819
4383 0 49.922481 -11.523960 6.569645 84.668495 59.062719 -15.266866 1.054940
4385 0 -18.220896 47.904942 -19.028879 -101.063900 20.262152 17.285336 1.227408
4388 0 -27.658880 -43.164042 7.018444 29.160170 -97.633138 -20.503677 0.825784
4396 0 11.020326 50.190743 7.697161 -48.588928 61.154891 69.035128 1.121145
4403 0 50.165294 12.887292 29.724308 60.478311 81.580766 19.972630 0.685484
4405 0 13.539249 49.417714 21.280779 -65.054134 78.133784 23.931827 1.081594
4416 0 -20.010047 -47.681910 -3.513796 27.777541 -99.345244 19.970626 0.974770
4420 0 41.798984 -30.148869 -27.492205 97.094297 36.319055 12.258160 0.876201
4426 0 46.599434 -21.608101 -37.493721 84.228374 54.390315 -4.418761 1.011874
4434 0 -39.179846 33.615826 37.797867 -104.136944 -4.030493 3.673664 0.900491
4438 0 -51.221471 2.023547 11.715492 -60.979605 -83.185248 -20.929482 0.946751
4442 0 50.203432 -12.413016 -11.583948 87.896451 48.040915 15.199961 1.136959
4454 0 -50.813080 -7.552414 33.636223 -25.999038 -93.740627 39.502103 1.210319
4459 0 -50.636672 -9.672771 -11.338113 -59.037499 -81.718802 8.262013 0.829951
4460 0 51.446545 -2.582301 5.065908 79.824612 67.459263 -8.887920 0.959553
4462 0 -41.242009 30.589608 -3.209744 -94.598636 -31.884987 -31.635474 1.088826
4464 0 51.354115 1.586518 -21.277207 61.162557 76.846465 28.611025 1.231837
4466 0 10.077703 -50.750218 12.723475 88.467106 -55.224322 4.288985 0.886318
4467 0 -48.554109 -17.618182 -17.093765 -31.868018 -83.643161 -45.821723 1.038865
4470 0 22.935355 -46.376755 3.636371 95.386453 -35.357893 -25.237562 0.919705
4471 0 48.684205 -16.467918 4.114652 79.487547 37.632901 56.653019 0.840947
4472 0 -8.818777 50.650415 -4.788029 -86.956881 56.075986 -15.743271 1.355879
4473 0 7.398428 -51.030974 21.156132 79.346932 -48.649237 47.849637 0.911038
4478 0 16.710146 48.444613 -32.032962 -68.078578 78.596994 10.874272 0.840945
4479 0 -15.072766 -49.633105 -18.753961 45.857452 -87.390162 -37.340116 0.890974
4482 0 49.758316 12.442115 8.054729 19.886643 99.971630 17.278451 1.155620
4484 0 49.627289 -11.898795 -4.772194 69.941700 77.495746 -14.829215 1.025374
4485 0 21.886177 -46.338226 -24.094532 92.249863 -40.262423 -29.961921 0.824398
4488 0 -51.140637 1.358665 17.291979 -58.249030 -85.403360 -6.339015 0.852023
4489 0 9.501321 50.573448 -27.060100 -63.948363 80.363594 21.353828 1.081223
4491 0 -33.160942 -39.426850 -12.550295 23.681149 -98.751105 27.413432 0.954858
4500 0 0.214160 51.079948 -36.840767 -90.714842 45.108423 -27.037092 1.093504
4501 0 -51.398135 4.698607 17.510460 -74.193299 -61.967298 4.307933 0.885633
4502 0 -37.735577 -35.052665 3.317468 -3.629319 -99.185154 33.458047 0.986274
4505 0 -39.997568 32.019757 -10.050390 -88.141806 -37.702885 40.396977 0.877388
4506 0 -41.624657 -30.640999 -25.050577 -19.062858 -100.551069 21.463344 1.047572
4512 0 -41.774072 30.037184 -32.894104 -100.337394 -11.045019 -26.006501 0.968239
4514 0 51.219730 2.257917 22.688940 62.451765 80.488421 -5.536234 1.097161
4515 0 -33.301401 -38.898571 35.248884 37.233274 -93.508281 27.583452 0.748097
4516 0 21.799427 46.806034 -8.598246 -35.842419 81.203841 -55.878051 0.830344
4518 0 -36.458076 -36.650943 -13.435967 -6.847103 -103.246011 -9.889574 1.215200
4520 0 -22.802235 -46.423443 -9.905946 14.878904 -100.521579 -8.761995 0.842138
4528 0 12.757001 49.948592 -26.845126 -37.733767 95.992245 15.327332 0.861632
4529 0 -6.945075 -50.985623 29.234537 58.153149 -84.183902 -21.673080 1.030360
4530 0 -9.480203 -50.190316 48.869892 78.935727 -66.708148 16.442368 0.903271
4534 0 -44.298877 26.238141 -38.670101 -93.049437 -43.701228 -5.985607 1.115573
4538 0 1.639242 51.323988 -0.208159 -73.354535 67.149773 34.472868 1.014555
4539 0 -18.652691 -47.481606 -48.176553 62.968366 -78.387588 -27.528150 1.234501
4542 0 22.880791 -46.094254 41.248177 101.614863 -9.189298 24.423130 1.051283
4547 0 -13.182440 -49.851750 -22.689348 34.838781 -98.466285 -4.573958 1.016306
4551 0 50.961679 9.813484 -3.099307 73.091254 72.086565 -15.646672 1.020418
4552 0 0.561632 51.568312 22.463053 -74.909411 71.251452 3.345566 1.084115
4555 0 -22.894747 -46.004307 -3.949548 32.194424 -72.491154 -67.405321 0.979376
4563 0 26.217008 -44.386223 -1.761787 102.940775 -17.352190 4.447769 0.848217
4564 0 45.917268 23.350025 36.399216 22.250803 102.012150 2.168860 0.836012
4567 0 33.849162 -38.457024 38.969661 94.051316 21.840954 40.198367 1.137348
4568 0 12.741107 49.857934 20.914549 -38.087100 83.720177 47.643166 0.929734
4572 0 37.662746 35.200492 40.023323 10.934149 101.234056 21.747489 0.898492
4576 0 -1.747901 51.436786 -25.879845 -70.710294 75.560495 -10.103176 1.033585
4579 0 36.356113 36.379297 32.684093 10.960475 100.369342 26.555777 0.824263
4583 0 17.606246 48.608156 26.996629 -38.426347 85.455619 47.133006 0.827110
4587 0 -42.024246 -29.291521 16.843659 3.951631 -100.893572 -27.277930 0.988166
4588 0 7.653259 -50.982557 7.624036 90.281636 -46.322193 -27.112890 0.968680
4595 0 -4.851381 51.015194 -32.076809 -88.087507 55.370551 -3.543932 1.135130
4597 0 -49.761579 13.451673 -26.195767 -88.492841 -36.740568 -42.374507 0.726692
4599 0 -44.441906 -25.713495 2.897767 -15.603151 -97.416908 -33.909570 0.979389
4601 0 27.160175 44.023348 19.923205 -9.982202 104.219951 9.433983 1.044685
4602 0 40.904636 30.998703 -8.571484 -18.532548 101.365633 21.277690 0.757309
4603 0 -50.563709 -10.057831 -16.178554 -45.188442 -70.922211 -61.536305 0.864029
4606 0 2.562837 -51.688739 11.115602 69.453366 -74.718393 22.546664 0.900599
4609 0 51.339576 2.013340 39.586777 58.208555 85.412346 8.253874 1.095241
4610 0 -46.390915 -23.082259 -40.289593 -36.943987 -92.944674 -28.572679 0.833316
4611 0 -39.953230 32.384815 16.198534 -94.283581 -18.287571 3.041346 1.018254
4613 0 -27.315266 43.414611 14.521326 -97.605839 25.485264 26.702931 0.965089
4617 0 -20.077977 47.571535 -2.471895 -96.138388 39.312378 -5.233298 0.979735
4619 0 -50.415942 10.553428 -45.788200 -86.714335 -58.498085 -10.439044 0.979020
4623 0 32.603638 40.029471 -46.893910 -9.867600 102.583461 -19.641314 0.981409
4625 0 -32.129192 39.940856 -5.789313 -104.018211 -10.847536 5.618603 0.890282
4626 0 34.160709 38.976884 -41.626385 3.123522 104.825430 -2.157029 1.084538
4628 0 -2.540750 51.746708 7.492785 -71.014710 75.539559 -14.275498 0.808260
4629 0 -35.100650 37.710449 1.444287 -99.815093 5.026598 31.719457 0.987679
4637 0 6.859987 51.204368 -16.392184 -58.827426 82.887411 23.185330 0.920561
4639 0 -33.939533 -38.914586 44.329823 2.181632 -100.722581 28.686482 1.073238
4640 0 42.769352 27.911213 -18.323977 -16.625240 99.046528 30.623252 0.739683
4642 0 -33.019232 39.645867 15.543508 -101.119496 22.171298 11.488932 0.771533
4646 0 39.297040 -33.142143 -19.257645 100.452282 22.102246 15.785705 1.106741
4651 0 50.513672 -9.021677 35.574188 74.883394 59.938416 40.678352 0.711552
4652 0 -50.856555 10.047063 -10.565779 -96.504420 -38.858071 8.009830 0.940168
4654 0 -42.371323 -28.534999 7.237278 2.423705 -103.045858 4.252375 0.898934
4658 0 -20.015489 -47.225434 13.697335 42.352322 -77.183254 56.833517 0.768289
4661 0 -49.282513 -13.460148 12.041855 -29.495291 -99.049948 -6.369498 0.988479
4664 0 51.800849 -1.114477 2.472087 75.460397 68.480812 5.357706 1.061511
4671 0 -49.480374 14.642572 13.844605 -74.158154 -43.809138 61.059542 0.834108
4678 0 -1.620876 -51.620586 13.457744 59.757676 -49.462289 70.647232 1.353404
4682 0 -41.498840 -30.217067 47.739925 -11.524980 -100.194931 15.245672 0.930892
4684 0 7.801907 50.771631 16.480566 -61.631691 61.036311 58.508508 1.154352
4686 0 35.705063 37.204696 40.731243 10.024839 101.295426 23.741115 0.949499
4693 0 49.457413 12.246722 12.551474 27.731774 79.876080 59.875607 0.769392
4694 0 -44.250950 26.502806 7.243795 -103.138134 -14.323990 12.177247 1.225394
4695 0 43.909699 -26.741027 27.917355 98.853275 23.855804 -23.328001 0.971527
4702 0 -3.241130 -51.343326 36.350586 71.361490 -70.450246 26.465025 0.993103
4705 0 -43.487284 26.881183 -51.099411 -85.182488 -56.592889 -21.120267 1.125500
4710 0 -47.546786 -19.594309 -11.323951 -16.801355 -94.676234 41.428190 1.148846
4711 0 -27.445499 43.582905 -49.124321 -97.297728 35.195824 -15.664101 1.074794
4716 0 -36.049209 36.628182 -4.866620 -101.326101 -20.742580 16.130442 1.053701
4717 0 39.319241 -33.044056 -45.106655 93.123525 31.297170 -34.879528 1.301150
4718 0 -9.813093 -50.353355 5.621573 70.482917 -69.403231 -26.272232 0.875791
4719 0 -8.176159 -50.902264 9.805674 73.928453 -64.784057 9.223325 1.135463
4728 0 -44.316941 -26.603015 9.573174 -11.368773 -103.330135 6.254940 1.051595
4730 0 1.901689 51.502987 -2.683529 -81.144094 63.204661 19.700458 0.913544
4734 0 13.438517 49.668572 7.979881 -37.550680 91.252171 -34.536041 0.955978
4735 0 35.322875 -37.637367 -50.689419 102.389678 8.064133 -18.430859 0.733252
4738 0 48.163866 -17.999458 -51.431659 89.352772 50.755575 -21.959744 0.977519
4744 0 24.656478 -45.416488 -31.831087 90.568721 -50.156474 6.818669 1.011022
4745 0 -13.097501 -50.000147 16.605489 55.325359 -84.987231 -18.284854 0.931612
4748 0 -44.318928 -25.993651 -12.311222 11.746104 -98.041065 36.453411 1.112224
4755 0 51.338051 -3.281475 -23.231615 70.084631 75.309291 -15.101575 0.793076
4758 0 -41.245083 30.664862 24.248732 -70.090272 -28.586887 72.876014 0.607624
4759 0 -1.252316 51.340397 19.339150 -86.104184 53.312540 -25.853658 0.892191
4762 0 49.952560 -12.599769 4.743077 82.246691 62.551916 10.352310 0.815810
4763 0 -0.795661 -51.117279 37.472034 88.720933 -54.142803 8.502116 0.816681
4766 0 51.602293 -2.873064 5.827702 77.696741 67.157611 19.717174 0.965595
4768 0 -48.063616 17.639848 42.025863 -70.948914 -69.903575 31.332623 0.793257
4769 0 -28.337826 -43.040049 13.624836 16.081957 -100.347944 24.347274 0.787710
4775 0 38.183831 34.521272 9.183789 -13.211657 103.661314 7.751013 0.849135
4776 0 -12.190290 50.087032 -27.187003 -84.901527 40.814728 -45.102265 0.972882
4780 0 -7.527526 50.894735 8.923730 -91.888428 45.888778 20.599438 1.003381
4783 0 -12.382999 49.773151 2.800004 -93.248487 36.564499 -31.351395 1.209192
4787 0 25.081723 44.634408 -3.023230 -53.084686 88.741563 1.639778 0.922448
4791 0 29.039081 -42.467691 -26.008151 91.920011 -19.469703 -45.608606 0.845727
4796 0 17.088092 -48.540154 -32.449994 88.711523 -33.580117 -46.537813 1.113567
4797 0 2.845043 -51.218036 -38.557706 80.066569 -61.456043 -28.029518 0.667365
