# eventIndex trackIndex extX(cm) extY(cm) extZ(cm) extPx(MeV/c) extPy(MeV/c) extPz(MeV/c) reduced-chi2
11246 0 -25.517820 -44.475297 7.804419 29.809035 -99.097930 -18.005015 1.168759
11260 0 -31.365288 40.284183 -45.906059 -98.594382 -14.446950 -32.290868 0.672841
11264 0 24.025835 45.385129 -17.269057 -37.949327 95.505059 -20.040374 0.877487
11265 0 -14.411998 -49.240694 32.876741 59.675965 -64.606465 56.652382 1.186666
11266 0 -43.130966 -27.472640 -40.071831 4.681719 -98.356456 -36.645889 1.009713
11267 0 -44.819244 -25.169703 -12.620802 -3.757774 -102.794677 -16.028183 0.638951
11268 0 38.149230 -34.211247 -40.213908 87.869830 35.854723 -43.755412 0.776024
11269 0 42.921737 -28.092160 25.587550 97.418629 35.274297 18.965745 0.925836
11270 0 45.195262 -25.789249 20.836682 101.912305 16.332850 14.110043 0.893566
11274 0 13.064549 -49.923989 -4.093689 91.809087 -43.913919 -22.989456 0.882186
11275 0 50.285074 -11.041252 -2.785440 87.492131 53.058077 -23.440707 0.923629
11276 0 -19.775244 -47.798508 -18.603279 46.349790 -93.472563 -7.464071 0.900293
11278 0 -39.569336 -32.687174 32.863312 8.444428 -103.880815 4.515042 0.873181
11280 0 -38.071789 -34.288546 -33.645245 17.173156 -79.589635 0.894004 1.402317
11281 0 42.161663 -29.043511 -21.707512 86.604387 22.876116 -53.833220 0.933733
11283 0 47.592025 18.743137 32.077911 19.592505 102.054067 10.853504 1.031869
11286 0 -33.260346 39.279312 35.426288 -102.777794 -3.515081 13.819652 0.761826
11291 0 38.044380 34.564470 -21.523954 -7.979088 104.191355 -9.895922 0.970464
11294 0 -40.194384 32.378174 -47.061876 -101.884030 -3.173283 -21.147095 1.028798
11296 0 -38.550922 -34.311662 24.669978 -3.481775 -96.539415 39.450157 0.946806
11299 0 24.507755 45.367152 27.483086 -23.211690 100.224040 6.152900 0.961660
11300 0 -45.179176 24.893174 23.275537 -98.223947 -28.682537 -19.188859 1.107984
11305 0 -31.741504 40.353012 -41.056793 -101.666108 -2.308721 -25.471171 0.889286
11308 0 -50.126003 -13.645295 -16.093925 -54.655828 -74.521825 -49.218256 0.914869
11310 0 31.956045 40.736992 -3.653398 -8.097951 100.016855 -30.007925 1.019961
11312 0 -45.447441 -24.030324 -32.958889 -4.887756 -103.257149 -4.685093 0.761572
11315 0 47.751976 18.871986 -22.705494 14.436823 100.258201 23.059553 0.889554
11316 0 51.418629 0.438951 20.765514 61.326660 82.985006 2.454157 1.169115
11317 0 -18.026274 48.175606 26.751627 -83.394200 50.157126 37.174281 0.882472
11321 0 -18.456466 47.409406 -25.055611 -93.701899 14.168168 -42.947091 0.876432
11323 0 24.579530 -45.036011 10.479098 103.525467 3.740171 17.961465 0.849234
11330 0 -5.069997 51.102888 30.357025 -92.455454 46.660174 15.826594 1.073261
11334 0 5.430749 -50.878868 -14.132039 91.384627 -49.117297 0.999788 0.976570
11337 0 -18.671918 -47.929526 19.504890 46.108730 -79.377271 50.065894 0.737362
11338 0 51.449612 0.515204 34.414565 71.311355 75.315163 -8.360434 0.964220
11345 0 -51.512829 2.263741 -11.617362 -74.169889 -64.193301 15.669171 1.059713
11347 0 -0.176376 51.722331 -21.083530 -65.552868 73.233590 -35.439249 0.988772
11348 0 5.915458 51.209987 -5.285415 -64.248241 75.863838 -32.986000 0.810924
11351 0 21.689001 46.550935 -17.179979 -35.859056 95.510207 22.174556 1.421309
11352 0 21.132747 47.013723 5.214469 -26.195643 100.971796 11.669979 0.918939
11353 0 51.263786 2.585086 3.995167 56.827307 86.192213 -18.386262 1.027149
11356 0 -26.466398 44.410961 5.142594 -83.002642 17.678171 61.652150 1.151978
11357 0 11.395498 50.329046 12.796143 -65.488987 79.993829 -10.668715 0.876733
11358 0 -51.634496 4.216004 17.290007 -85.968651 -59.675165 -6.805988 1.171465
11361 0 -10.582821 -50.249155 -44.614524 58.713499 -85.797846 -7.171531 0.915177
11366 0 -50.877300 -7.548947 -20.487379 -46.523262 -91.644220 -20.103738 0.911988
11368 0 1.243277 -51.378564 -49.350607 73.462188 -46.100788 -28.441945 1.066440
11369 0 0.678512 -51.407885 21.402970 70.077285 -67.645393 -37.615925 1.127708
11370 0 33.436514 -39.000919 19.099358 103.901938 5.032989 13.802686 0.811600
11372 0 -51.307412 0.902927 30.995907 -53.420868 -75.744525 43.186657 0.927921
11379 0 45.465744 24.493798 19.938497 24.730137 94.063103 -37.110712 0.945656
11384 0 -17.615252 48.103474 30.285080 -95.252164 16.302502 38.569480 1.067721
11385 0 14.530330 -49.280036 -6.189778 98.288931 -34.386326 -8.833419 1.104455
11386 0 -50.314110 9.841580 11.834933 -62.678471 -77.277057 -34.538705 0.986221
11394 0 -43.690019 27.534977 4.529911 -103.006974 -17.265031 9.592501 0.793223
11397 0 -49.345198 -14.159642 -17.704904 -29.659506 -98.748513 -4.140508 0.883937
11398 0 18.546345 -47.581677 -32.637959 97.377814 -9.321073 -5.190373 0.787211
11401 0 -51.467381 -2.901623 -45.635304 -72.049491 -72.977483 -18.343259 0.759663
11410 0 50.799480 5.375400 -38.352011 39.762110 92.874870 -26.245287 0.857111
11411 0 50.649595 8.618957 -8.718094 38.756341 95.138401 -19.417191 0.897556
11422 0 -42.749291 -29.373905 -28.152340 -27.979508 -100.409940 13.155821 0.749088
11426 0 8.081855 -50.864994 -33.691151 95.384300 -41.800827 9.575529 1.266563
11427 0 50.644673 -9.513192 -2.234751 84.648296 62.123302 -3.206681 0.853069
11429 0 28.282215 42.969238 19.783645 -36.964651 95.850579 20.901972 1.042718
11433 0 -18.824993 -47.885434 -28.416014 35.182446 -95.179491 -12.698910 1.089771
11435 0 -12.145029 -49.923123 -47.370449 70.718348 -75.846091 -10.457789 0.903326
11436 0 -40.604518 31.626806 -39.941692 -101.254337 -11.322196 -20.559734 0.787471
11441 0 -18.432082 -48.056220 -6.084848 49.665503 -89.547954 26.600620 0.751376
11443 0 51.104427 -5.717441 -46.240952 75.702801 68.846203 -9.995335 0.969780
11446 0 42.587135 -29.236105 -20.332616 102.827944 10.811470 11.519091 1.026450
11449 0 -48.536240 -17.646754 16.491522 -50.909135 -82.949921 38.233742 0.876469
11451 0 42.645962 28.578923 -17.191091 -5.792531 102.104455 -20.898487 1.004544
11454 0 -21.654304 46.834874 20.912427 -83.709650 29.385837 56.718733 0.806227
11457 0 -47.193983 20.930002 29.252253 -91.222972 -35.369992 36.817025 0.846598
11463 0 -48.763168 16.218788 -23.011544 -69.665127 -61.551619 -49.890265 0.714800
11464 0 45.783798 23.026796 16.987507 25.345447 100.778952 -15.750030 1.134102
11465 0 41.747192 29.436913 19.209493 -0.790603 102.650627 -16.120182 0.966572
11467 0 -36.802708 -36.255775 -3.380352 6.887841 -101.512447 23.532372 0.895539
11469 0 37.581593 35.306087 37.822922 17.003577 95.264949 -4.212245 1.187534
11473 0 -7.931482 50.682108 -37.473001 -82.590632 51.623944 -38.946319 0.990577
11475 0 39.905392 31.634814 26.667403 -14.873059 86.008027 55.380017 1.131589
11480 0 25.813241 44.680409 4.440411 -38.791101 94.607189 -22.801219 0.930326
11484 0 -3.861381 -51.259079 17.370445 64.703815 -69.724187 42.468444 0.994054
11485 0 31.151522 -40.887516 33.401901 104.434825 -6.105566 -12.208667 1.106467
11491 0 -51.196772 -3.219717 -4.229291 -49.256578 -86.832330 -32.056931 0.898915
11499 0 -4.562107 -51.449203 -30.315533 71.101129 -74.522406 -17.700924 0.833924
11500 0 41.231523 -31.134323 -34.996414 103.266232 -1.156357 -19.674394 1.268424
11502 0 51.565140 2.508427 -20.168190 57.669286 71.883403 -48.503980 0.925736
11503 0 51.401428 4.785207 -33.227753 59.108488 86.580530 15.805040 0.938998
11504 0 51.225374 4.700408 45.602856 64.609282 81.026800 10.943051 0.911004
11505 0 47.228367 20.310196 -3.017302 35.935149 97.267494 -4.258391 1.147473
11506 0 46.454045 22.234191 -26.228149 33.425491 95.053650 -27.650306 0.800677
11507 0 48.019718 -19.116730 6.658127 93.938723 44.046305 -14.460273 0.962387
11508 0 -16.673212 48.857734 8.245274 -86.293817 31.053582 -0.802545 1.129433
11509 0 36.021832 36.401554 -13.892966 -28.668052 99.163197 -5.665286 0.914707
11510 0 6.101838 51.069976 -30.392397 -80.041371 66.284202 8.701780 0.967665
11515 0 32.850692 -39.538354 -13.422008 101.562120 -20.591265 -7.816311 0.986356
11524 0 -9.177784 -50.868107 18.762152 54.398224 -85.099958 -27.457677 1.062363
11529 0 25.688752 44.939879 -11.974945 -34.324374 98.513737 -4.911677 0.943797
11532 0 50.747238 -9.356836 -3.579238 86.125761 57.312425 -6.118249 1.090798
11533 0 11.604381 49.584992 9.757391 -69.798790 72.386585 -28.570699 0.912291
11534 0 32.899399 -39.221134 51.500900 97.603194 23.903154 27.546363 0.637326
11535 0 51.158304 -6.790434 16.328900 91.942042 46.316046 -15.535092 1.061516
11536 0 50.762350 -7.273380 -18.827063 76.229930 70.901655 -15.484414 0.776164
11537 0 50.530815 -10.569491 24.369198 85.198872 58.672518 15.337617 0.907089
11538 0 -40.573298 31.164992 1.713066 -97.466610 -36.356024 -4.219474 0.784593
11543 0 49.862691 14.133312 -15.191889 66.488937 80.359884 -11.264346 1.169017
11545 0 40.028572 32.173581 13.214540 0.309981 102.973595 6.974177 0.907590
11546 0 19.782149 47.565506 -24.365318 -48.339017 91.725998 10.552624 0.915137
11547 0 28.906446 42.539617 -7.640915 -9.087312 102.995276 -4.337049 1.192519
11549 0 -47.560340 -19.688500 -27.924294 -40.914908 -96.083187 -5.619583 0.864233
11550 0 -18.494186 -48.004723 -34.239052 56.733917 -80.358654 -35.794649 1.300314
11552 0 17.001728 48.477833 13.241551 -39.760374 77.176437 4.271870 0.916322
11554 0 -23.988501 -45.262054 -52.774895 57.282247 -85.765459 -18.150970 1.093709
11560 0 -48.288567 -17.378005 10.109360 -17.230513 -76.444931 5.138379 0.968989
11569 0 22.152065 46.444090 25.255777 -52.015577 74.038438 51.852338 0.782866
11570 0 -40.334816 -31.577912 23.449027 1.315402 -95.237963 42.462021 0.854485
11571 0 43.523986 27.205102 13.776014 17.155631 99.699304 27.548054 1.271142
11576 0 26.066589 -43.988598 -32.062034 97.711116 6.186692 -39.510421 0.817042
11577 0 23.732392 -45.880049 39.208638 96.745819 -32.159545 27.166244 1.153631
11578 0 51.285992 -2.403893 2.811870 64.163871 81.260994 -10.821425 0.847376
11583 0 15.641889 -49.033584 2.261254 99.288844 -28.405864 -11.553278 0.896904
11584 0 6.600911 -51.370602 35.748055 65.347433 -74.284583 31.959582 1.160564
11588 0 41.196983 -30.517447 -25.935997 83.469614 43.509431 15.677705 1.095855
11589 0 51.261391 -0.358760 -37.813576 63.724250 78.903265 -22.225650 0.967256
11590 0 47.723480 20.171332 26.026268 35.839960 79.262421 -8.728556 0.807556
11595 0 43.692981 -27.657669 -32.496864 104.040675 6.913283 15.649410 1.036530
11596 0 -47.380958 -20.155411 -36.130912 -17.679429 -97.070925 -34.427892 1.093232
11600 0 -50.801713 9.653555 -27.506424 -92.936322 -48.545297 5.244948 0.963386
11605 0 -35.760631 37.230534 10.709623 -99.039629 -0.271331 -33.327449 0.897992
11607 0 -11.699108 50.089579 2.214728 -89.248993 40.681176 -35.995595 1.066945
11608 0 -50.750178 -9.910970 -1.949810 -48.656143 -91.678709 19.668140 0.956990
11612 0 0.302083 -51.216092 -8.228363 88.264823 -53.615361 -13.997949 0.763970
11616 0 -35.755081 -37.485251 -6.048695 -0.464755 -103.574015 -10.183073 0.932387
11618 0 -32.751053 39.536102 43.855938 -100.871779 -22.232523 7.293970 0.918878
11624 0 20.990931 46.892909 -10.762530 -32.679409 97.051740 -19.113755 0.824937
11625 0 -17.237394 48.372738 -29.757570 -96.865050 35.423946 -10.693348 1.063941
11629 0 51.220575 -4.568185 -10.890215 50.026812 83.573937 37.181560 0.895191
11631 0 -33.753153 39.250588 -41.043465 -98.010086 24.954678 -24.228444 1.119891
11632 0 5.058759 51.409003 13.860484 -58.512047 84.446408 17.880537 0.912079
11639 0 -43.015179 -28.148149 45.304363 -3.361672 -103.909813 8.265371 0.965156
11643 0 14.558021 -49.806875 -34.494854 85.739553 -57.808485 -16.333822 0.853985
11646 0 -50.777213 10.233474 40.165062 -83.901741 -53.683892 30.667044 1.085384
11647 0 35.084903 -37.449368 8.052494 99.267609 -1.863189 30.269673 1.314221
11649 0 8.345384 -50.828858 7.467120 71.574435 -63.656159 -33.305630 0.890472
11651 0 22.574669 -46.164234 -26.144770 103.180356 -15.380356 4.862109 0.993913
11652 0 46.215059 -22.467391 17.643014 93.497805 18.177105 41.445632 0.942570
11660 0 46.749460 21.280232 8.775850 35.132170 84.925406 14.252409 0.984200
11662 0 36.084435 36.466570 -6.176995 -18.044285 97.073637 33.129793 1.101237
11664 0 -9.489403 50.899898 23.998548 -79.881802 59.084918 33.110294 1.048069
11665 0 22.829753 -45.707605 17.919271 100.989439 -18.134303 -20.314360 0.930214
11668 0 8.841842 -50.817455 21.382428 76.451503 -31.304851 65.765433 1.016047
11676 0 51.643201 1.874017 18.677031 63.693576 79.636961 23.302779 0.776669
11683 0 48.636285 -17.915430 12.503866 84.513918 49.470089 -37.414525 1.195772
11690 0 -51.224682 6.230316 -4.280865 -89.767247 -50.776340 20.012962 1.046645
11694 0 -46.784324 21.494557 -33.708828 -94.728403 -39.801985 -7.130437 0.775155
11699 0 -15.017013 49.314899 -24.043182 -98.364167 29.144948 -20.390294 0.927142
11704 0 51.048008 6.304249 12.958403 64.699970 79.075240 -24.128348 0.734995
11706 0 -49.264519 -14.682781 -34.141457 -47.573660 -88.215277 -30.602084 0.958419
11708 0 -14.006846 49.750770 -28.867310 -77.141225 66.236980 24.071300 1.265340
11712 0 -49.732390 11.809591 -2.595737 -69.667652 -74.455291 20.951005 1.030276
11713 0 27.382009 43.907203 36.092717 -13.290710 103.246227 10.150035 0.955585
11714 0 -23.959981 -45.573697 -10.651450 36.275700 -92.775889 -29.705368 1.158802
11716 0 -37.969196 -34.724809 2.616160 -1.114939 -103.369795 16.875036 0.989491
11719 0 21.005279 46.707070 10.243989 -52.938398 87.809175 -25.542038 1.095389
11720 0 -46.357201 21.903900 29.782852 -91.901571 -47.256917 -16.514922 1.166162
11721 0 -50.212775 11.282159 43.078366 -72.180830 -73.568478 21.079093 0.889643
11724 0 -19.411457 47.699249 23.256084 -85.857876 43.852933 37.476789 0.815578
11725 0 49.202034 -15.619330 18.375400 99.006966 30.287644 -14.134048 0.804181
11729 0 49.022774 -15.624970 7.748134 91.006055 48.950486 -15.514512 0.989377
11737 0 -49.663985 -14.564162 -37.651703 -49.092513 -91.755450 -15.200722 0.955596
11738 0 5.205789 51.195652 -30.379936 -61.776489 79.079062 -29.374236 1.254510
11744 0 -29.925660 42.127445 33.520142 -103.183597 14.173269 8.885897 1.007445
11747 0 35.927299 37.111917 -21.145886 -9.992736 101.433635 -10.732745 1.173061
11750 0 -30.969844 40.986408 30.968562 -93.574852 -1.499389 45.816891 0.986669
11751 0 -34.174675 38.305221 22.630356 -98.784752 -21.538746 -5.167229 1.164711
11752 0 -50.327293 -11.797911 -13.395559 -58.037806 -83.984204 -26.120074 0.662603
11754 0 -14.365787 49.670421 18.789192 -89.783974 46.469346 -26.242606 1.128464
11755 0 8.665414 50.468589 23.277247 -70.480026 75.117968 3.395303 0.988161
11760 0 3.589601 -51.320134 -16.042429 86.759806 -55.716082 -1.595262 0.998214
11762 0 -46.132701 22.946953 -20.454209 -93.617313 -25.296848 39.982561 0.931751
11764 0 1.572104 51.324745 8.975721 -76.309092 61.372451 -39.148860 0.668726
11766 0 14.135677 49.349295 -32.347250 -72.390608 60.720231 -39.394449 0.968622
11770 0 51.399587 -6.863075 10.478124 83.992578 61.483264 1.779791 0.885512
11773 0 47.664054 17.437771 -24.692312 15.573951 76.470762 -68.608373 1.363101
11775 0 47.076465 21.560851 -40.874615 31.723414 96.442744 -24.879303 0.888766
11780 0 33.943156 -39.050724 -20.401360 101.025254 -18.005453 17.010886 1.157846
11783 0 -51.335797 -2.622426 11.741539 -56.242347 -84.675655 -23.356155 0.956023
11793 0 -48.893181 16.098937 29.417317 -87.366588 -53.855810 5.368194 0.865170
11797 0 -34.635463 38.318576 -8.437470 -75.074889 -13.457015 -72.890498 0.947962
11799 0 50.169538 -10.534723 -17.717009 82.381219 63.541353 2.817685 1.053098
11801 0 -23.399909 45.742813 -0.714319 -95.060252 27.816148 -34.476727 0.848913
11805 0 -37.793991 -35.202883 9.572371 -0.703819 -102.299437 -4.033062 0.893290
11808 0 -46.281483 -22.559848 2.721879 -17.105974 -100.883640 -18.014980 1.113348
11813 0 -8.773418 -50.775709 1.492786 45.278877 -89.241616 3.095519 1.068867
11821 0 13.543082 -49.328677 -13.363986 97.962707 -37.831314 4.211481 0.720137
11824 0 -41.519122 31.114187 22.854340 -95.946103 -22.403199 37.223425 1.351008
11830 0 -50.391445 -9.193895 -26.150374 -42.884573 -94.277114 5.110288 0.832904
11831 0 12.995257 49.659036 12.976975 -50.002780 91.510266 6.308061 0.966242
11833 0 13.583955 49.538891 -6.758020 -69.696546 71.309343 31.956054 0.638757
11835 0 46.516375 -22.676642 -35.951431 97.272269 26.189810 -30.552689 1.074564
11839 0 47.849712 18.521147 24.676254 26.676727 100.509986 6.455925 0.815053
11840 0 -16.210450 49.216881 -1.941655 -89.307547 52.126311 5.602367 0.838668
11842 0 -37.372072 -35.005221 -19.602177 30.713648 -98.890692 -18.393824 0.985243
11850 0 27.292476 -43.367055 48.762061 101.153709 -10.058170 22.455676 1.022761
11851 0 -50.706012 -9.121900 -22.482842 -70.904605 -75.914718 5.075645 0.827375
11862 0 0.835722 51.390411 26.298654 -79.380430 56.245260 39.288111 0.703788
11866 0 44.124504 26.229015 -4.398720 16.988486 99.674299 -28.329935 1.017271
11867 0 51.320027 -0.994178 30.246543 43.791816 84.161110 43.536637 1.207588
11868 0 51.066146 -8.001712 -8.593707 66.930570 58.590095 -55.331033 0.835569
11872 0 -15.878801 -49.045468 22.848754 48.924968 -91.051973 -12.778986 0.990875
11883 0 41.960905 -29.118426 41.057083 96.287005 24.669122 29.242659 1.230248
11885 0 -49.511985 -14.090414 -1.117330 -54.351762 -86.866431 -10.033766 0.799117
11887 0 35.996365 -36.932266 15.654897 86.339705 13.851582 58.930255 0.802818
11888 0 -51.651251 -0.902706 -22.786186 -77.925667 -67.951962 -14.519630 0.913544
11892 0 -49.334255 -14.977842 1.244879 -60.623381 -84.418833 -8.514479 0.953685
11893 0 22.348734 46.598906 31.290951 -17.650373 102.502048 11.767934 1.099911
11896 0 -26.087004 44.212837 21.532191 -101.349100 21.398554 -16.242776 1.102345
11897 0 -2.137599 51.484786 16.561811 -64.930208 72.563007 37.497614 0.787905
11899 0 -51.530348 2.185483 47.387060 -62.528037 -82.285956 19.423787 1.122270
11903 0 -36.185850 -36.111853 5.428513 26.579941 -100.902677 6.891974 0.767289
11908 0 0.137018 51.626650 -25.580171 -62.138658 77.518217 -32.251012 0.997621
11909 0 50.758600 -5.196463 40.519320 47.762930 77.836141 50.866529 1.503549
11912 0 -49.103867 -15.556576 14.273323 -26.857438 -88.459983 51.978897 0.853843
11914 0 18.099785 47.959353 36.097588 -56.595311 77.628307 41.527599 0.989645
11917 0 -50.161758 -10.094513 -19.422154 -42.546663 -91.455705 26.946237 0.976889
11918 0 -47.536163 19.100144 23.466453 -80.612235 -41.622341 49.837522 0.952911
11920 0 -50.552437 9.414953 -32.675518 -83.393358 -51.969629 -35.378896 1.032754
11921 0 -46.522423 22.300956 -17.803861 -95.081642 -24.234755 -36.121853 0.986718
11922 0 -51.279084 -3.900994 53.986351 -46.079762 -91.115728 23.921389 0.785089
11923 0 -49.177067 14.471918 -12.819764 -87.679073 -55.110883 -4.196899 1.079221
11929 0 -35.397465 37.274780 13.894268 -104.180172 -0.761666 -11.820592 0.864005
11930 0 -46.993611 -21.316182 -20.965368 -18.506935 -83.066247 -16.701931 1.108871
11935 0 21.819695 46.443754 38.610203 -28.847437 99.869393 8.506273 1.108722
11936 0 -50.790856 6.716191 -17.902880 -63.515745 -79.679109 -20.585995 1.056480
11938 0 33.613997 39.467368 5.375633 10.200027 103.508957 -9.291070 0.847352
11939 0 20.539373 -47.486603 42.000423 89.037359 -50.641857 22.706380 1.003348
11940 0 -19.369893 47.474522 -7.529372 -79.837702 27.663101 -62.404651 0.850530
11948 0 44.537226 -26.170960 1.005116 100.688942 27.356226 -8.942175 0.825495
11952 0 43.686043 -27.073830 36.343777 101.979248 22.514557 -8.909309 0.960013
11958 0 -48.376628 18.000468 -6.732641 -85.649773 -45.810774 36.953587 1.069613
11959 0 -44.642682 24.878280 -32.483049 -73.200867 -48.528843 -56.394335 1.153433
11960 0 40.136442 -32.199909 -38.220917 103.836969 2.885154 -14.394052 1.022446
11961 0 -47.298054 -20.930427 -6.367954 -37.048910 -96.023642 18.466169 0.829058
11965 0 4.399586 -51.494315 -1.986476 67.556545 -78.616224 -17.119950 1.089658
11974 0 49.457928 14.724678 -28.105948 52.030891 89.024447 -20.836724 1.082012
11980 0 -17.840493 48.335774 -6.210113 -78.451321 24.770001 -65.956287 1.006691
11984 0 -40.248405 -32.289145 7.875914 -31.650841 -96.827030 -23.959843 0.721993
11990 0 -50.418079 -11.459056 19.996045 -60.049303 -75.855047 -40.196881 1.339559
11991 0 -51.587767 3.502573 4.138711 -66.798083 -57.745870 55.543359 0.794510
11992 0 32.488097 -40.036099 29.299469 104.800969 -0.606378 9.486436 0.906314
11995 0 22.341799 46.467978 -2.439907 -45.559231 90.696126 24.686830 1.066206
12004 0 -22.074990 46.500172 12.611977 -96.475966 37.207980 -3.863945 0.938838
12005 0 -0.596272 51.120452 25.232930 -81.008896 55.480812 -15.726199 0.963972
12006 0 -43.566003 27.648121 -17.345240 -102.930054 -4.135268 17.209910 1.055559
12007 0 -51.568428 4.082204 -41.946796 -91.232486 -49.058538 -14.806544 1.026216
12008 0 -44.845039 25.026672 28.737524 -78.080751 -25.275845 34.857739 0.800601
12009 0 17.797775 48.138233 15.754675 -60.044490 82.373209 26.838230 0.859514
12012 0 -33.277839 39.343708 35.868275 -102.926739 1.535846 20.331549 0.833479
12013 0 39.251660 -33.240803 1.228977 98.333701 10.940962 -34.979813 0.915688
12023 0 -48.698321 -16.835477 -16.895169 -50.768223 -87.470487 -26.566993 1.056793
12025 0 -44.558778 25.732438 31.615847 -96.127667 -33.821642 -3.341320 1.125694
12038 0 1.852050 -51.270430 10.836077 66.834763 -77.208899 23.604644 0.936023
12046 0 22.013092 -46.393058 -1.498648 100.472726 -25.968881 8.739772 0.936472
12048 0 27.271797 43.193751 -35.108342 -36.134217 93.663275 -27.408268 0.957446
12049 0 -23.643739 -45.585751 -29.608736 27.746441 -99.826910 -8.162408 0.954109
12051 0 46.319199 21.855800 23.243994 0.661162 104.260832 19.358598 1.140147
12052 0 -45.427723 -23.469999 -23.542685 -11.970166 -102.603957 -15.685685 1.229473
12057 0 -50.252992 -12.021351 -15.714348 -45.388974 -93.265630 17.438894 0.878783
12061 0 -13.084884 49.851691 34.406367 -87.214343 43.041870 37.896957 0.910763
12071 0 17.640543 -48.184280 14.418242 97.449869 -35.827592 14.273659 0.916190
12072 0 3.211104 51.349986 44.107655 -70.975691 74.849568 8.205379 0.941500
12073 0 50.885064 8.930553 -36.309428 55.127475 81.154183 -38.821407 1.579215
12074 0 -50.790790 -6.085335 -16.659519 -34.631852 -81.800140 -55.129535 0.941312
12080 0 -13.087654 49.873311 22.699957 -87.544300 26.570262 50.261375 0.894977
12081 0 44.105861 26.767232 8.591721 42.527355 94.901942 -2.862801 0.804754
12089 0 50.274887 -10.925859 -29.091343 83.281703 54.880593 20.646000 0.957138
12090 0 14.321603 -49.362682 -11.196618 94.815798 -37.002921 22.652123 1.145546
12091 0 50.590799 9.034349 23.670158 52.725900 89.843646 -12.861094 0.949842
12092 0 -42.596699 -28.751612 -40.630672 -2.744821 -100.214228 -26.558496 0.894224
12094 0 51.284125 0.318435 12.919265 46.266012 91.783218 24.979262 1.052378
12101 0 21.981156 -45.905445 29.611019 93.234442 0.159343 42.228065 0.897872
12102 0 -49.084385 -15.807538 6.321673 -39.882772 -94.384931 -23.855876 0.962580
12103 0 -15.861904 49.165956 -43.798218 -92.869304 45.282528 -15.294139 1.070189
12105 0 28.589731 42.942236 15.792934 -22.937791 92.393018 44.136591 0.908919
12107 0 -49.429877 -14.532995 13.861601 -33.766553 -79.712272 57.780333 0.891824
12109 0 -14.550771 -49.391048 -38.372463 46.862092 -88.650540 -27.480548 0.943853
12110 0 -34.697038 37.972069 -24.298904 -104.392551 3.916381 9.123492 0.992308
12112 0 44.492243 -26.256104 23.615921 100.860603 27.665291 -3.148403 1.100238
12113 0 -36.447443 36.194023 12.514345 -102.387697 6.669661 -22.846051 1.445651
12119 0 -40.296089 32.305309 4.883966 -103.625171 -3.393131 -9.822740 0.994535
12126 0 -23.601318 45.320370 -44.632808 -96.575722 -0.624636 -38.363799 0.878121
12128 0 -32.215010 40.022953 -14.556027 -102.714933 -14.586165 -6.211032 0.959171
12131 0 -24.359963 -45.159388 30.592184 57.859059 -85.806377 10.815538 0.805388
12135 0 44.667383 -26.063713 -0.110415 100.584202 11.685390 26.834084 0.922263
12137 0 -50.561956 10.607491 20.248063 -78.415439 -65.901339 20.195674 0.993584
12138 0 41.249235 31.112950 1.811737 21.329569 97.790509 -31.322867 0.794018
12139 0 -46.141383 22.631537 37.739083 -94.850138 -35.868894 27.159704 0.966346
12141 0 -48.896901 -15.579378 4.405151 -28.814252 -95.683247 7.478154 1.258207
12142 0 44.791151 -24.610859 -12.413299 93.278229 44.056393 -19.393265 1.230723
12146 0 -7.459160 51.149673 -48.564476 -78.434199 65.306582 -18.360253 0.930780
12151 0 24.726292 45.346100 25.714966 -39.196733 95.431320 9.068349 1.044714
12153 0 -20.987758 46.987717 -0.337572 -102.461115 16.630448 9.387988 0.991890
12155 0 -48.240768 -17.027330 3.402604 -7.038080 -100.664236 -28.589930 1.309557
12156 0 51.325981 4.590702 18.037004 64.511366 79.879835 22.097738 1.011861
12171 0 -12.285893 49.899436 33.771674 -93.801908 32.326955 33.503857 1.072133
12172 0 49.988465 13.594960 -7.335023 59.126168 84.937528 -13.945320 0.923586
12176 0 -34.864242 38.445232 -21.556400 -98.599017 2.620364 -35.455637 0.992657
12177 0 45.875561 23.063999 16.071339 10.563889 104.410835 8.793905 1.273071
12178 0 -42.740651 -28.840448 -36.220921 -41.992988 -95.046155 -2.837678 0.886613
12181 0 39.527127 32.794719 38.377674 -1.244316 95.609151 -2.807716 1.271809
12182 0 -7.947239 -50.723952 -18.539284 62.905721 -72.075360 -5.810209 0.630714
12185 0 34.463978 -38.300060 -29.058752 104.131423 -0.486146 9.264311 1.032814
12186 0 -43.991989 27.052311 47.582901 -97.020179 -33.177018 22.897013 1.023261
12189 0 14.458045 49.626387 2.042754 -44.515673 87.945119 -35.379052 0.928640
12191 0 36.777682 -36.305076 -2.378598 98.082297 -11.901706 34.049641 1.199732
12192 0 -50.353764 -12.212318 36.405491 -69.069639 -74.415401 23.136925 1.092377
12193 0 44.505074 25.699826 40.802108 3.760337 103.166878 7.424614 0.752470
12196 0 23.211305 45.485187 -15.940885 -32.324363 87.636769 -45.725126 0.955662
12197 0 -19.085568 -47.851867 27.450734 48.186582 -85.539266 34.082979 0.874751
12198 0 42.381562 -29.520839 -20.193974 100.371368 13.629078 25.538601 1.078879
12199 0 -49.874330 11.977920 52.438065 -72.798066 -72.906792 21.698594 1.023428
12209 0 29.689913 42.303590 -9.087100 -34.079924 97.748332 -4.865278 0.931933
